,Stn_code,Location,State_Name,Temp_min,Temp_max,pH_min,pH_max,conduc_min,conduc_max,bod_min,bod_max,nitrate_min,nitrate_max,Fcoli_min,Fcoli_max,Tcoli_min,Tcoli_max,Tds_min,Tds_max,F_min,F_max,Ar_min,Ar_max
356,2639.0,"HAND PUMP AT CHAMUNDA
DEVI TEMPLE/ TOWN","HIMACHAL
PRADESH",18,18,6.9,8.0,148,223,1,1,0.3,0.47,-,-,-,-,99,144,0.2,0.2,-,-
357,2638.0,HAND PUMP AT CHINTPURNI TEMPLE/ TOWN,HIMACHAL PRADESH,22,22,7.4,7.4,362,362,1,1,0.34,0.34,2,2,31,31,226,226,0.2,0.2,-,-
358,2630.0,"HAND PUMP AT HAMIRPUR
TOWN","HIMACHAL
PRADESH",-,-,7.4,7.8,497,532,1,1,0.3,0.3,-,-,-,-,337,341,0.2,0.2,-,-
359,2637.0,"HAND PUMP AT JWALAJI
TEMPLE","HIMACHAL
PRADESH",19,19,6.8,7.2,559,614,1,1,0.3,0.3,2,2,2,2,348,423,0.2,0.2,-,-
360,2646.0,HAND PUMP AT KALA AMB,"HIMACHAL
PRADESH",-,-,6.9,6.9,580,580,1,1,2.2,2.2,2,2,2,2,354,354,0.8,0.8,-,-
361,2648.0,HAND PUMP AT KEYLONG,"HIMACHAL
PRADESH",9,9,7.7,7.7,305,305,1,1,0.3,0.3,2,2,2,2,216,216,0.5,0.5,-,-
362,2629.0,HAND PUMP AT MANDI TOWN,"HIMACHAL
PRADESH",20,24,7.4,8.0,344,504,1,1,0.3,0.7,2,2,2,2,229,336,0.2,0.2,-,-
363,2631.0,HAND PUMP AT NADAUN TOWN,"HIMACHAL
PRADESH",-,-,6.9,7.7,456,511,1,1,0.3,0.3,2,2,17,17,311,321,0.2,0.2,-,-
364,2645.0,HAND PUMP AT NAHAN,HIMACHAL PRADESH,-,-,7.2,7.3,607,779,1,1,0.3,2.1,2,2,2,2,378,476,0.4,1,-,-
365,2635.0,HAND PUMP AT RAMPUR,"HIMACHAL
PRADESH",-,-,7.8,7.8,2391,2391,1,1,1,1,-,-,-,-,120,120,0.3,0.3,0.01,0.01
366,2640.0,HAND PUMP AT SANSARPUR TERRACE IA,HIMACHAL PRADESH,-,-,7.4,7.9,235,391,1,1,0.3,0.99,-,-,-,-,158,252,0.2,0.2,-,-
367,2628.0,HAND PUMP AT SHAMSHI,HIMACHAL PRADESH,21,21,7.3,7.3,342,342,1,1,0.52,0.52,2,2,2,2,232,232,0.2,0.2,-,-
368,2647.0,HAND PUMP AT TAHLIWAL IA,"HIMACHAL
PRADESH",25,25,7.7,7.7,482,539,1,1,0.3,0.3,2,2,26,26,323,361,0.2,0.2,-,-
369,4456.0,"HANDPUMP AT VILLAGE MUGIA
NEAR SHIV TEMPLE","HIMACHAL
PRADESH",12,15,6.4,7.1,316,422,1,1,0.3,0.34,-,-,-,-,211,278,0.2,0.2,-,-
370,4478.0,"INFTING WATER SUPLY SCHEME SAMSHI, NEAR SABJI MANDI BHUNTAR, TEHSIL KULLU, DISTT
KULLU",HIMACHAL PRADESH,11,18,7.1,7.6,214,270,1,1,0.9,1.7,22,49,130,170,144,178,0.2,0.2,-,-
371,4467.0,"LIFT WATER SUPPLY SCHEME FOR DHARAMSHALA TOWN, NEAR HOTEL DHAULADHAR
HEIGHTS DARI, DHARAMSHALA",HIMACHAL PRADESH,16,16,7.1,7.4,209,526,1,1,0.31,0.5,2,2,22,27,141,352,0.2,0.2,-,-
372,4468.0,"WATER SUPPLY SCHEME DARI, MELA GROUND DARI,
DHARAMSHALA",HIMACHAL PRADESH,15,15,6.9,7.0,164,212,1,1,0.3,0.3,2,2,21,31,112,135,0.2,0.2,-,-
373,4472.0,"WATER SUPPLY SCHEME
NAGROTA TOWN, NEAR POLICE STATION, NAGROTA BAGWAN",HIMACHAL PRADESH,19,19,6.7,6.9,164,208,1,1,0.3,0.3,2,2,26,26,111,139,0.2,0.2,-,-
374,1558.0,WELL AT BADDI,"HIMACHAL
PRADESH",24,24,8.1,8.1,1150,1150,1,1,-,-,2,2,2,2,544,544,-,-,0.001,0.001
375,1555.0,"WELL AT KALA AMB,","HIMACHAL
PRADESH",-,-,7.3,8.0,562,597,1,1,0.45,2.1,2,2,2,2,343,364,0.2,0.8,0.001,0.001
376,1556.0,WELL AT PAONTA SAHIB,"HIMACHAL
PRADESH",23,24,6.9,7.9,534,701,1,1,0.46,1.5,2,2,2,2,316,428,0.2,0.9,-,-
377,1557.0,WELL AT PARWANOO,"HIMACHAL
PRADESH",15,19,8.0,9.1,678,720,1,1,-,-,2,2,2,2,392,410,0.2,0.2,0.001,0.001
378,1562.0,WELL AT UNA,"HIMACHAL
PRADESH",24,26.5,7.2,7.9,378,509,1,1,0.3,0.3,2,2,32,32,249,351,0.2,0.2,-,-
379,4068.0,BABA TALAB (ANCIENT POND) AT MISHRIWALA (WETLAND),JAMMU & KASHMIR,24,24,8.0,8.0,340,340,1.2,1.2,-,-,-,-,-,-,200,200,-,-,-,-
380,4072.0,"BOREWELL IN SMAILPUR NEAR
CHRISTIAN HOSPITAL","JAMMU &
KASHMIR",23,23,7.4,7.4,360,360,-,-,-,-,-,-,-,-,210,210,-,-,-,-
381,4065.0,BOREWELL NEAR INDUSTRIAL AREA BARI-BRAHMNA,JAMMU & KASHMIR,24,24,7.7,7.7,348,348,-,-,-,-,-,-,-,-,204,204,-,-,-,-
382,4064.0,BOREWELL NEAR INDUSTRIAL AREA GANGYAL,JAMMU & KASHMIR,22,22,7.6,7.6,334,334,-,-,-,-,-,-,-,-,196,196,-,-,-,-
383,4066.0,"BOREWELL NEAR INDUSTRIAL
AREA SAMBA","JAMMU &
KASHMIR",18,18,7.3,7.3,496,496,-,-,-,-,-,-,-,-,292,292,-,-,-,-
384,4073.0,"BOREWELL NEAR MAIN CHOWK,
SMAILPUR","JAMMU &
KASHMIR",23,23,7.9,7.9,420,420,-,-,-,-,-,-,-,-,248,248,-,-,-,-
385,2759.0,"DUGWELL AT
GAGHWAL(KATHUA DISTT)","JAMMU &
KASHMIR",20,20,6.9,6.9,600,600,-,-,-,-,-,-,-,-,35,35,-,-,-,-
386,2760.0,"MALADHAR TALAB(POND)HATLI
(KATHUA)","JAMMU &
KASHMIR",24,24,7.5,7.5,340,340,3.3,3.3,-,-,-,-,-,-,200,200,-,-,-,-
387,2762.0,"R.S. PURA TEHSIL, JAMMU","JAMMU &
KASHMIR",21,21,8.3,8.3,560,560,1.7,1.7,-,-,-,-,-,-,326,326,-,-,-,-
388,2761.0,"TUBE WELL KATHUA SICOP
INDUSTRIAL AREA KATHUA","JAMMU &
KASHMIR",22,22,7.3,7.3,475,475,-,-,-,-,-,-,-,-,280,280,-,-,-,-
389,4492.0,"HAND PUMP NEAR GARBAGE
DUMP, RAKSHIBANDH DUMKA",JHARKHAND,16,35,7.4,8.2,240,260,1.2,2,-,-,-,-,-,-,200,240,-,-,-,-
390,4493.0,HOLY POND AT VILLAGE SIKATIA,JHARKHAND,15,34,7.5,7.6,260,292,2,2.8,-,-,-,-,-,-,270,290,-,-,-,-
391,3564.0,"BOREWELL WATER NEAR MANGALIJYOTHI SCHOOL MSW
SITE VAMMANJOOR",KARNATAKA,27,28,6.7,7.3,138,179,3,3,3.74,7.8,32,900,280,1600,112,156,0.1,0.2,-,-
392,19.0,"WELL AT ALWAYE, KERALA",KERALA,21,28,5.9,7.8,185,211,1.6,2.8,0.3,0.4,40,1400,84,4000,105,129,0.2,0.2,-,-
393,2323.0,"WELL AT BRAHMAPURAM
M.S.W. DUMPARK (ERNAKULAM)",KERALA,27,30,6.1,6.4,164,198,1,3.2,0.3,0.3,70,310,630,940,90,110,0.2,0.3,-,-
394,2316.0,"WELL AT CHELLORA TRENCHING
GROUND (KANNUR)",KERALA,27,28,4.3,6.0,37,100,1,1,0.3,0.3,40,79,200,450,24,63,0.2,0.2,-,-
395,1584.0,"WELL AT CHERTHALA, ALLEPPY,
KERALA",KERALA,29,30,7.6,7.8,197,274,2.2,2.8,0.3,0.3,2,100,2,310,128,162,0.2,0.2,-,-
396,22.0,"WELL AT CHUNGAPALLY, KERALA",KERALA,29,30,5.5,6.4,112,132,1,1,0.3,2.76,2,84,40,120,65,75,0.2,0.2,-,-
397,1586.0,"WELL AT EDAYAR ERNAKULAM
DISTT., KERALA",KERALA,27,28,5.9,6.4,231,420,3.2,4,0.3,0.4,220,700,700,1200,120,230,0.2,0.3,-,-
398,2308.0,"WELL AT FATHIMAPURAM
(CHANGANASSERY)",KERALA,28,30,6.3,6.4,147,218,1,1,0.3,0.6,310,400,630,920,87,125,0.2,0.2,-,-
399,2324.0,WELL AT HAZARDOUS WASTE DUMP (AMBALAMUGHAL),KERALA,29,31,5.1,5.4,113,128,1,4,0.3,0.3,5,340,58,3200,65,70,0.2,0.3,-,-
400,2315.0,WELL AT K.M.M.L. (KOLLAM),KERALA,21,25,6.4,7.8,210,211,1.2,1.6,0.3,0.4,40,40,84,100,129,178,0.2,0.2,-,-
401,1587.0,"WELL AT KALAMASSERY
ERNAKULAM DISTT. , KERALA",KERALA,29,30,5.7,5.8,246,403,3,3.6,0.3,0.3,2,8,20,400,135,220,0.2,0.3,-,-
402,1591.0,"WELL AT KANNUR (MUNICIPALITY) KANNUR
DISTTM , KERALA",KERALA,28,28,4.9,5.6,90,116,1,1.2,0.3,0.3,40,84,270,540,56,68,0.2,0.2,-,-
403,3475.0,"WELL AT KARIMBAM, KANNUR",KERALA,27,28,5.2,5.5,64,71,1,1,0.3,0.3,10,31,63,79,46,46,0.2,0.2,-,-
404,2309.0,WELL AT KAROOR (PALA),KERALA,25,29,5.7,5.7,68,75,1,1,0.3,0.9,100,490,200,1000,42,47,0.2,0.2,-,-
405,2327.0,WELL AT KARUKAMANI,KERALA,27,28,7.1,7.6,670,875,1,1.2,0.69,1.6,260,300,500,700,416,538,0.4,0.4,-,-
406,1583.0,"WELL AT KUNDARA, KOLLAM DISTT. , KERALA",KERALA,22,24,6.8,6.9,163,184,1.2,1.3,0.3,0.4,20,20,80,82,95,130,0.2,0.2,-,-
407,2314.0,WELL AT KUREEPUZHA (KOLLAM),KERALA,21,23,6.2,7.1,165,195,1.3,1.4,0.3,0.4,30,40,70,140,96,138,0.2,0.2,-,-
408,2321.0,WELL AT LALOOR (THRISSUR),KERALA,25,27,4.1,5.9,242,250,1,1.4,0.3,0.8,2,2,2,2,138,158,0.2,1,-,-
409,1589.0,"WELL AT MALAPURAM , KERALA",KERALA,22,24,6.8,7.1,330,403,1,1.7,0.3,0.8,70,79,110,180,188,236,0.4,0.8,-,-
410,2320.0,WELL AT MANJERI,KERALA,22,23,7.2,7.6,195,281,1,1.3,0.3,0.81,25,40,70,84,116,164,0.2,0.5,-,-
411,1590.0,"WELL AT MAVOOR, KOZHIKKODE
DISTT. , KERALA",KERALA,29,30,6.1,6.7,89,96,1,1,0.3,0.6,310,1400,390,1700,50,55,0.2,0.2,-,-
412,1582.0,"WELL AT NEDUMANGAD,
THIRUVANANTHAPURAM, KERALA",KERALA,26,26,6.8,7.2,205,266,3.3,6,0.3,0.3,200,310,600,840,120,156,0.2,0.2,-,-
413,2322.0,WELL AT OLLUR (THRISSUR),KERALA,20,28,5.2,5.9,170,250,1.6,1.7,0.3,0.8,490,490,920,920,100,150,0.2,0.3,-,-
414,1581.0,"WELL AT PAPPANAMKODE,
THIRUVANANTHAPURAM, KERALA",KERALA,26,26,6.5,6.6,143,178,1,3.1,0.3,0.3,100,100,310,400,84,105,0.2,0.2,-,-
415,3474.0,"WELL AT PAYANOOR, KANNUR",KERALA,27,29,6.7,7.0,102,225,1,1,0.3,0.3,20,49,230,260,58,142,0.2,0.2,-,-
416,1592.0,"WELL AT PAYYANNUR, KANNUR DISTT. , KERALA",KERALA,27,29,6.2,6.4,158,394,1,1,0.3,0.3,2,63,120,350,92,226,0.2,0.3,-,-
417,35.0,"WELL AT PUNALUR, KERALA",KERALA,22,25,6.0,6.6,142,154,1,1.1,0.3,0.5,10,31,80,94,100,105,0.2,0.2,-,-
418,1588.0,"WELL AT PUNKUNNAM TRISSUR DISTT. , KERALA",KERALA,25,28,4.8,5.6,185,269,1,1.4,0.3,0.3,200,200,840,840,115,172,0.2,0.2,-,-
419,2317.0,WELL AT PUNNALPETTIPPALAM (TELLICHERRY MUNICIPALITY,KERALA,26,30,5.4,5.5,198,310,1,1.1,0.3,0.3,20,40,150,240,116,180,0.2,0.2,-,-
420,2313.0,"WELL AT SARVODAPURAM,
ALAPPUZHA",KERALA,29,30,7.4,8.0,155,213,2.4,2.8,0.3,0.3,2,400,100,700,102,120,0.2,1.1,-,-
421,2311.0,"WELL AT VADAVATHOOR
(KOTTAYAM)",KERALA,27,29,6.1,6.7,121,128,1,1,0.3,1.6,400,600,790,1100,74,78,0.2,0.2,-,-
422,2310.0,WELL AT VAIKOM,KERALA,26,26,6.0,6.1,166,328,1,1,0.3,0.3,100,1000,250,2000,98,200,0.2,0.2,-,-
423,3463.0,"WELL AT VELLIPARAMBA,
KOZHEKODE",KERALA,28,30,5.4,6.3,80,119,1,1,0.3,4.89,40,120,140,240,46,72,0.2,0.2,-,-
424,1585.0,"WELL AT VYTTILA, ERNAKULAM
DISTT. , KERALA",KERALA,28,31,7.0,7.0,356,643,1.5,4.6,0.3,0.53,150,430,790,1200,190,355,0.2,0.4,-,-
425,3472.0,"WELL OF TEMPLE
PARASSINIKADAVU, KANNUR",KERALA,26,28,7.0,7.1,365,552,1,1,0.3,0.3,31,49,250,250,216,360,0.2,0.3,-,-
426,1606.0,"WELL (PUBLIC )OPPOSITE
S.B.SCHOOL",LAKSHADWEEP,28.5,28.5,7.3,7.3,714,714,-,-,-,-,-,-,-,-,478,478,-,-,-,-
427,1600.0,WELL C/O ANDAM PALLI,LAKSHADWEEP,29.3,29.3,7.1,7.1,877,877,-,-,-,-,-,-,-,-,588,588,-,-,-,-
428,4575.0,WELL C/O BEEREADAM,LAKSHADWEEP,28.9,30,6.7,7.0,928,1020,-,-,-,-,-,-,-,-,604,663,-,-,-,-
429,4564.0,WELL C/O BELAVILATHA PALLI,LAKSHADWEEP,30.4,30.6,6.6,7.0,1050,1709,-,-,-,-,-,-,-,-,683,1111,-,-,-,-
430,1601.0,WELL C/O CIRCUIT HOUSE,LAKSHADWEEP,29,29,7.2,7.2,937,937,-,-,-,-,-,-,-,-,628,628,-,-,-,-
431,4570.0,"WELL C/O FRIENDS COMMON
CLUB",LAKSHADWEEP,30.2,30.6,7.0,7.6,1011,1701,-,-,-,-,-,-,-,-,657,1106,-,-,-,-
432,1602.0,"WELL C/O GOVT. PRESS,",LAKSHADWEEP,28.8,29.3,7.5,7.5,725,837,-,-,-,-,-,-,-,-,486,561,-,-,-,-
433,4552.0,WELL C/O HIGH SCHOOL,LAKSHADWEEP,29.1,30,7.2,7.3,1093,1101,-,-,-,-,-,-,-,-,732,738,-,-,-,-
434,4576.0,WELL C/O HUSSAIN MANZIL,LAKSHADWEEP,30.4,30.9,6.4,7.2,655,695,-,-,-,-,-,-,-,-,426,452,-,-,-,-
435,4554.0,WELL C/O I.G HOSPITAL,LAKSHADWEEP,29,29,7.2,7.2,861,861,-,-,-,-,-,-,-,-,577,577,-,-,-,-
436,4553.0,WELL C/O J.B. SCHOOL (N),LAKSHADWEEP,27,27,7.4,7.4,802,802,-,-,-,-,-,-,-,-,537,537,-,-,-,-
437,4562.0,WELL C/O JBS (C ),LAKSHADWEEP,29,30.2,7.3,7.4,1084,1094,-,-,-,-,-,-,-,-,705,711,-,-,-,-
438,1596.0,WELL C/O KADAT PALLI,LAKSHADWEEP,28.8,28.8,7.2,7.2,715,715,-,-,-,-,-,-,-,-,479,479,-,-,-,-
439,4550.0,WELL C/O KENDRIYA VIDYALAYA,LAKSHADWEEP,29.2,30.6,7.3,7.7,1024,1229,-,-,-,-,-,-,-,-,686,823,-,-,-,-
440,4565.0,WELL C/O LAGOONS BATH,LAKSHADWEEP,30.2,30.6,6.6,6.6,724,996,-,-,-,-,-,-,-,-,471,647,-,-,-,-
441,4569.0,WELL C/O MANDALI,LAKSHADWEEP,30.5,30.8,7.3,7.7,1098,2129,-,-,-,-,-,-,-,-,714,1384,-,-,-,-
442,4574.0,WELL C/O MOULA PALL,LAKSHADWEEP,29,30.8,7.1,7.1,536,683,-,-,-,-,-,-,-,-,349,444,-,-,-,-
443,1604.0,WELL C/O MPSAF QUARTER,LAKSHADWEEP,29.6,29.8,7.0,7.4,1320,3870,-,-,-,-,-,-,-,-,486,884,-,-,-,-
444,4563.0,WELL C/O NURSERY SCHOOL,LAKSHADWEEP,30.2,30.9,6.2,6.7,810,910,-,-,-,-,-,-,-,-,527,592,-,-,-,-
445,4572.0,WELL C/O OBSERVATORY,LAKSHADWEEP,29.9,30.3,7.4,7.5,776,1311,-,-,-,-,-,-,-,-,504,852,-,-,-,-
446,1603.0,"WELL C/O OLD POLICE
BARRACKS,",LAKSHADWEEP,29.3,30.7,7.1,7.4,1296,1733,-,-,-,-,-,-,-,-,628,1161,-,-,-,-
447,4558.0,WELL C/O PURAKKATTAPOOMI,LAKSHADWEEP,28.8,30,7.1,7.7,935,1140,-,-,-,-,-,-,-,-,608,741,-,-,-,-
448,1599.0,WELL C/O PURATHA PALLI,LAKSHADWEEP,28.8,28.8,7.2,7.2,621,621,-,-,-,-,-,-,-,-,416,416,-,-,-,-
449,1598.0,WELL C/O PUTHIYA PALLI,LAKSHADWEEP,28.3,28.3,7.3,7.3,480,480,-,-,-,-,-,-,-,-,322,322,-,-,-,-
450,4560.0,WELL C/O PUTHIYARA PALLI,LAKSHADWEEP,29,30.2,6.9,7.1,3560,6880,-,-,-,-,-,-,-,-,2314,4472,-,-,-,-
451,4561.0,WELL C/O PUTHIYATHAKAL,LAKSHADWEEP,29,30.2,6.8,6.9,1721,3560,-,-,0.3,0.3,2,2,2,2,1187,2314,-,-,-,-
452,4556.0,WELL C/O SOLAR PLANT,LAKSHADWEEP,29.2,30.7,7.3,7.5,773,963,-,-,-,-,-,-,-,-,518,645,-,-,-,-
453,4573.0,WELL C/O SULTHAN VEED,LAKSHADWEEP,29.1,29.9,7.0,7.0,805,1096,-,-,-,-,-,-,-,-,524,712,-,-,-,-
454,4559.0,WELL C/O THAJ MANZIL,LAKSHADWEEP,28.9,30.2,7.1,7.5,1320,2630,-,-,-,-,-,-,-,-,858,1710,-,-,-,-
455,4567.0,WELL C/O UJRA PALLI,LAKSHADWEEP,29,31,7.2,7.2,594,618,-,-,-,-,-,-,-,-,10,402,-,-,-,-
456,1597.0,WELL NEAR BADER PALLI,LAKSHADWEEP,27.8,27.8,7.3,7.3,563,563,-,-,-,-,-,-,-,-,377,377,-,-,-,-
457,1595.0,WELL NEAR CHEKKILLAM HOUSE,LAKSHADWEEP,28.7,28.7,7.4,7.4,373,373,-,-,-,-,-,-,-,-,250,250,-,-,-,-
458,1605.0,WELL NEAR HALIPAD,LAKSHADWEEP,29.2,30.6,7.4,7.4,992,1280,-,-,-,-,-,-,-,-,665,854,-,-,-,-
459,4571.0,WELL NEAR HARBOR COTTAGE,LAKSHADWEEP,30.3,30.6,6.6,7.2,1025,2802,-,-,-,-,-,-,-,-,666,1821,-,-,-,-
460,4555.0,WELL NEAR HELIPAD 2,LAKSHADWEEP,29.1,30.3,7.4,7.8,1611,2120,-,-,-,-,-,-,-,-,1079,1420,-,-,-,-
461,1593.0,WELL NEAR J.B SCHOOL,LAKSHADWEEP,29,29,7.1,7.1,990,990,-,-,-,-,-,-,-,-,-,-,-,-,-,-
462,4551.0,"WELL NEAR J.B. SCHOOL (E)
WITH MOTOR)",LAKSHADWEEP,27.3,27.3,7.2,7.2,876,876,-,-,-,-,-,-,-,-,240,240,-,-,-,-
463,4548.0,WELL NEAR KENDRIYA VIDYALAYA,LAKSHADWEEP,29.8,30,7.2,8.0,725,1710,-,-,-,-,-,-,-,-,486,1146,-,-,-,-
464,1594.0,WELL NEAR OTTAVATHIL PALLI,LAKSHADWEEP,27.2,27.2,7.2,7.2,935,935,-,-,-,-,-,-,-,-,626,626,-,-,-,-
465,1402.0,"WELL NEAR PWD ADJACENT TO
CHAKIKILUM IN KAVARATTI",LAKSHADWEEP,28.1,28.1,7.2,7.2,663,663,-,-,-,-,-,-,-,-,444,444,-,-,-,-
466,4566.0,WELL NEAR S & T,LAKSHADWEEP,28.9,29.5,6.8,6.9,1080,1163,-,-,-,-,-,-,-,-,702,756,-,-,-,-
467,4549.0,WELL NEAR STADIUM,LAKSHADWEEP,28.8,29.6,7.3,7.5,664,679,-,-,-,-,-,-,-,-,445,455,-,-,-,-
468,3342.0,"BOREWELL WATER AT VILLAGE
TARPUR, SECTOR-II, PITHAMPUR, INDUSTRIAL AREA",MADHYA PRADESH,20,23,7.6,7.8,458,679,1,1,0.7,1.86,2,2,2,4,270,580,0.7,0.7,-,-
469,4618.0,"GROUND WATER AT INDUSTRIAL AREA, MANERI DISTT MANDLA",MADHYA PRADESH,21.8,21.8,7.3,7.3,498,498,1,1,0.4,0.4,2,2,10,10,476,476,0.2,0.2,0.001,0.001
470,3838.0,"GROUND WATER NCL,
JINGURDHA, QSHF-176 METENCE OFF, DIST SINGROULI",MADHYA PRADESH,26.8,30,7.1,7.5,492,560,-,-,1.5,3.3,-,-,-,-,376,378,-,-,-,-
471,3823.0,"GROUND WATER NEAR BUS STAND, DIST BALAGHAT",MADHYA PRADESH,21.2,21.2,7.2,7.4,418,418,1,1,0.3,0.3,2,2,14,14,262,354,0.2,0.2,0.001,0.001
472,3825.0,"GROUND WATER NEAR BUS
STAND, DIST MANDLA",MADHYA PRADESH,21,21,7.3,7.4,563,670,1,1,0.3,0.4,2,2,17,17,476,668,0.2,0.2,0.001,0.001
473,3822.0,"GROUND WATER NEAR BUS STAND, DIST NARSINGPUR",MADHYA PRADESH,21.3,21.3,7.2,7.4,438,438,1,1,0.6,0.6,2,2,13,13,312,418,0.2,0.2,0.001,0.001
474,3826.0,"GROUND WATER NEAR BUS STAND, DIST SEONI",MADHYA PRADESH,21,21.6,7.3,7.3,260,529,1,1,0.3,0.6,2,2,15,15,150,438,0.2,0.2,0.001,0.001
475,3844.0,"GROUND WATER NEAR
COMMERCIAL AUTO MOBILE",MADHYA PRADESH,27.3,30,7.1,7.5,450,597,-,-,1.4,4.7,-,-,-,-,294,554,-,-,-,-
476,,"NEAR BHARAT PETROL PUMP,
VINDHYA NAGAR, SINGROULI",,,,,,,,,,,,,,,,,,,,,
477,3843.0,"GROUND WATER NEAR ENTRANCE GAGE OF
VIVEKANANAD STATUE, NIGAHI, SINGROULI",MADHYA PRADESH,26.6,26.6,7.3,7.3,413,413,-,-,3.9,3.9,-,-,-,-,385,385,-,-,-,-
478,3839.0,"GROUND WATER NEAR SHIV
MANDIR, AMLORI NCL, PROJECT SINGROULI",MADHYA PRADESH,27.2,30,7.3,7.5,373,700,-,-,0.3,4.1,-,-,-,-,321,475,-,-,-,-
479,3842.0,"GROUND WATER NEAR SUB
STATION SECTOR-B, DUDHICHUA NCL PROJECT, SINGROULI",MADHYA PRADESH,26.5,26.5,7.6,7.6,448,448,-,-,4.1,4.1,-,-,-,-,330,330,-,-,-,-
480,3840.0,"GROUND WATER NEAR SUBJEE MANDI NCL JAYANT (BESIDE
POLICE STATION), SINGROULI",MADHYA PRADESH,26.5,30,7.4,7.5,260,310,-,-,0.3,3.8,-,-,-,-,178,288,-,-,-,-
481,3837.0,"GROUND WATER PRIMARY SCHOOL DHOBI GHAT, DIST
SINGROULI",MADHYA PRADESH,26.8,28,7.1,7.5,492,560,-,-,1.5,3.3,-,-,-,-,358,376,-,-,-,-
482,1618.0,"GROUND WATER SAMPLING AT TWO POINTS IN INDUSTRIAL
AREA MALANPUR, M.P",MADHYA PRADESH,26,26,7.5,7.5,1500,1500,-,-,1.8,1.8,2,2,11,11,960,960,-,-,-,-
483,1619.0,"GROUND WATER SAMPLING AT TWO POINTS IN INDUSTRIAL
AREA MALANPUR, M.P",MADHYA PRADESH,24,24,7.9,7.9,1625,1625,-,-,0.8,0.8,2,2,12,12,998,998,-,-,-,-
484,3841.0,"GROUND WATER SARVESWAR
RAJA COLONY JAYANT, SINGROULI",MADHYA PRADESH,26.5,30,7.5,7.6,410,448,-,-,2.5,4.1,-,-,-,-,265,330,-,-,-,-
485,3824.0,"GROUND WATER VILL
BHEEMJORI, MALAJKH, DIST BALAGHAT",MADHYA PRADESH,21,21,7.4,8.4,477,1017,1,1,0.3,0.3,2,2,4,4,440,817,0.2,0.2,0.001,0.001
486,3827.0,"GROUND WATER VILL IMALIA,
DIST JABALPUR",MADHYA PRADESH,21,22.2,7.2,7.4,298,542,1,1,0.3,0.3,2,2,14,14,274,462,0.2,0.2,0.001,0.001
487,4625.0,"HAND PUMP DISTRICT HOSPITA
BHOPAL",MADHYA PRADESH,24,28,7.0,7.2,758,1995,1,1,5.05,6.85,66,66,220,220,548,1522,0.2,0.4,-,-
488,4630.0,"HAND PUMP DISTRICT HOSPITAL
BETUL",MADHYA PRADESH,25,30,7.4,8.1,723,723,1.2,1.4,1.2,1.4,3,3,15,15,450,450,0.2,0.2,-,-
489,4627.0,"HAND PUMP DISTRICT HOSPITAL
HOSHANGABAD",MADHYA PRADESH,20,27,7.1,7.6,739,3767,1,1,6.42,34.6,2,2,23,24,278,544,0.2,0.2,-,-
490,4626.0,"HAND PUMP DISTRICT HOSPITAL
SEHORE",MADHYA PRADESH,24,28,6.9,7.9,529,1152,3.5,7,0.3,5.75,2,2,280,280,384,712,0.2,0.7,-,-
491,4628.0,HAND PUMP DISTRICT HOSPITAL VIDISHA,MADHYA PRADESH,23,25,7.0,7.1,1013,1235,1,1.5,0.36,15,2,2,22,22,768,876,0.2,0.3,-,-
492,4629.0,"HAND PUMP DSTRICT HOSPITAL
TAISEN",MADHYA PRADESH,28,28,7.4,7.4,1178,1178,2.8,2.8,15.09,15.09,2,2,24,24,765,765,-,-,-,-
493,3338.0,"HAND PUMP NEAR PANCHAYAT BHAWAN, VILLAGE TINAWALI
RAIRU",MADHYA PRADESH,26,26,7.9,7.9,386,386,-,-,0.3,0.3,2,2,14,14,248,248,-,-,-,-
494,3333.0,"HAND PUMP WATER AT
BANSKHEDI, BHOPAL",MADHYA PRADESH,27,28,7.2,7.8,740,848,1,2,6.3,7.21,46,46,210,210,526,622,0.2,0.2,-,-
495,1617.0,"OPEN WELL/TUBE WELL INDUSTRIAL AREA MANDIDEEP,
DISTT. RAISEN, M.P",MADHYA PRADESH,25,25,7.2,7.2,1033,1033,1.3,1.3,12.04,12.04,-,-,-,-,605,605,0.2,0.2,-,-
496,1616.0,"OPEN WELL/TUBE WELL INDUSTRIAL AREA,
GOVINDPURA, BHOPAL, M.P",MADHYA PRADESH,28,29,7.4,7.5,272,811,1,4,8.16,8.9,58,58,350,350,162,598,0.2,0.2,-,-
497,1897.0,"TUBE WELL AT JAINABAD, NEAR TAPTI BRIDGE, PUMPING STN.
BURHANPUR, M.P.",MADHYA PRADESH,21,24,7.6,8.1,696,4887,1,1,2.19,2.7,2,2,2,4,342,430,0.7,0.7,-,-
498,3340.0,"TUBE WELL AT NEAR TRENCHING
GROUND, INDORE",MADHYA PRADESH,21,23,7.3,7.4,2081,2623,1,1,2.74,3.2,2,2,4,4,1290,1628,0.6,0.8,-,-
499,3341.0,"TUBE WELL AT SECTOR-III,
PITHAMPUR INDUSTRIAL AREA",MADHYA PRADESH,20,24,7.5,7.8,810,982,1,1,2.2,3.98,2,2,4,4,502,591,0.7,1,-,-
500,3334.0,"TUBE WELL NEAR BUS STAND AT
BETUL",MADHYA PRADESH,26,31,7.7,7.7,724,791,1.2,1.8,1.2,1.4,3,3,15,15,455,462,0.2,0.2,-,-
